Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26
KOSHAK IMAM PRATHMIK VIDYALAYA,KAUSHAMBI,-,-,25.355687,81.389265,9,682,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kadaura (UP-113),JALAUN,JALAUN,-,25.985663,79.833937,5,574,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Kajitola (UP-062),BANDA,Banda,-,25.655548,80.724427,5,564,2026-01-01 00:00:00,2026-05-30 06:00:00,False
"Kalkadham P.G College, Medium",VARANASI,-,-,25.368438,82.745323,5,568,2026-01-01 00:00:00,2026-05-30 00:00:00,False
Kalmajara,CHITRAKOOT,-,-,25.161461,81.444827,7,481,2026-01-01 00:00:00,2026-08-12 12:00:00,False
Kamhariya_1,HAMIRPUR,-,-,25.70844,80.03506,8,675,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kandhari Kala,LALITPUR,-,-,25.18166,78.56607,8,682,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Kandhari Khurd,LALITPUR,-,-,25.11125,78.57826,7,473,2026-01-01 00:00:00,2026-09-05 18:00:00,False
Kandhouli,HAMIRPUR,-,-,25.611152,79.786977,6,466,2026-02-01 00:00:00,2026-09-05 18:00:00,False
Kara (UP-033),KAUSHAMBI,Kaushambi,-,25.712779,81.232777,5,433,2026-01-01 00:00:00,2026-05-29 18:00:00,False
Khaptiha,CHITRAKOOT,-,-,25.230661,81.347993,7,541,2026-01-01 00:00:00,2026-08-06 06:00:00,False
Kharauch,BANDA,-,-,25.17654,80.493108,7,513,2026-02-01 00:00:00,2026-09-05 18:00:00,False
Khedki_1,BAGHPAT,-,-,29.038889,77.237337,8,681,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Khichari,CHITRAKOOT,-,-,25.0465603,81.11074045,7,553,2026-02-01 00:00:00,2026-09-05 18:00:00,False
Khojapur,AZAMGARH,Azamgarh,-,26.068889,83.238889,9,827,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Khursropur,MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.513333,77.576389,9,823,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Kihuniya,CHITRAKOOT,-,-,25.01519625,80.95620535,6,496,2026-02-01 00:00:00,2026-09-05 18:00:00,False
Kiswahi,HAMIRPUR,-,-,25.73661272,80.27462258,6,433,2026-01-01 00:00:00,2026-07-04 15:21:00,False
Konch (UP-111),JALAUN,JALAUN,-,25.991409,79.160233,5,564,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Kukargaon (UP-112),JALAUN,JALAUN,-,26.048665,79.39631,5,579,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Kukwa Khaas,BANDA,-,-,25.73427,80.40697157,8,673,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kurari,CHITRAKOOT,-,-,25.254,80.708,5,273,2026-02-01 00:00:00,2026-07-25 13:25:00,False
Kusarma,MAHOBA,-,-,25.474473,79.705984,8,663,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Captanganj Captanganj,KUSHINAGAR,-,-,26.929571,83.722809,9,840,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Captanganj Senduriya Vishunpur,KUSHINAGAR,-,-,26.853547,83.570716,9,896,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Dudhai Dudhai,KUSHINAGAR,-,-,26.797767,84.156572,9,818,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Dudhai Gorariya,KUSHINAGAR,-,-,26.842403,84.1513214,9,860,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Dudhai Lala Chhapra,KUSHINAGAR,-,-,26.816625,84.087488,9,856,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Fazilnagar  Belwakala,KUSHINAGAR,-,-,26.641525,84.032483,9,870,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Fazilnagar Jokwa Bujurg,KUSHINAGAR,-,-,26.69364,84.013048,9,846,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Fazilnagar Narayanpur Khoti,KUSHINAGAR,-,-,26.585795,84.010243,9,862,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Khadda Basdila,KUSHINAGAR,-,-,27.17613,83.885634,9,830,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Khadda Khadda,KUSHINAGAR,-,-,26.863188,83.958825,9,925,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Khadda Shivdatt Chapra,GORAKHPUR,-,-,27.090328,83.88871,7,568,2026-01-01 00:00:00,2026-09-05 00:00:00,False
Kushinagar Motichak Mathauli Bazar,KUSHINAGAR,-,-,26.857247,83.748407,9,817,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Kushinagar Motichak Motichak,KUSHINAGAR,-,-,26.788696,83.716851,9,877,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Sewarhi  Rampur Bagra N0.2,GORAKHPUR,-,-,26.615684,84.3281556,9,850,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Sewarhi Sewarhi,KUSHINAGAR,-,-,26.724761,84.216518,9,857,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Tamkuhi Rajwatiya,KUSHINAGAR,-,-,26.689937,84.115806,9,896,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Tamkuhi Tamkuhi,KUSHINAGAR,-,-,26.88383,84.012076,9,842,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Ladaka Purwa,BANDA,-,-,25.50235471,80.35637947,8,692,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Lagdi Gullar Prathmik Vidyalaya,SHRAWASTI,-,-,27.596,81.7717,9,824,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Lakna Dev Mandir, Mankuwa",JHANSI,-,-,25.20597,78.462413,6,668,2026-01-01 00:00:00,2026-06-28 18:00:00,False
Lakshamanpur (UP-038),PRATAPGARH,PRATAPGARH,-,25.895635,81.759643,3,213,2026-01-01 00:00:00,2026-03-01 00:00:00,False
Lalganj (UP-036),PRATAPGARH,PRATAPGARH,-,25.918423,81.537509,5,542,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Lalganj (UP-141),MIRZAPUR,Mirzapur,-,25.011418,82.429315,2,151,2026-01-01 00:00:00,2026-02-07 12:00:00,False
"Late Prahlad Singh Smarak Mahavidyalay , Gaurikalan",BANDA,Banda,-,25.826463,80.341144,7,757,2026-01-01 00:00:00,2026-07-23 00:00:00,False
Lodhaura Barethi (UP-065),CHITRAKOOT,Chitrakoot,-,25.317093,81.223752,5,518,2026-01-01 00:00:00,2026-05-28 18:00:00,False
Lokadsandha (UP-157),MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.48777778,77.65055556,1,97,2026-01-01 00:00:00,2026-01-28 00:00:00,False
Loni,GHAZIABAD,GHAZIABAD,-,28.765556,77.299444,0,0,,2022-09-19 12:00:00,False
Luhsana_1,MUZAFFARNAGAR,-,-,29.32,77.458,4,322,2026-01-01 00:00:00,2026-04-19 00:00:00,False
Luktra,BANDA,-,-,25.610073,80.320509,8,592,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"M.V, Jafarpur, Medium",AZAMGARH,-,-,25.959456,83.003974,0,0,,2025-07-03 00:00:00,False
"M.V, Jafarpur, Shallow",AZAMGARH,-,-,25.959456,83.003974,0,0,,2025-05-11 12:00:00,False
MANDHATA PURV MADHYAMIK VIDYALAYA,PRATAPGARH,-,-,25.794536,81.88136,9,802,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Macha_1,HAMIRPUR,-,-,25.688943,80.035201,5,435,2026-02-01 00:00:00,2026-07-29 14:56:00,False
Machhariha,CHITRAKOOT,-,-,25.205156,80.81978,3,257,2026-02-01 00:00:00,2026-04-17 00:00:00,False
Machhra (UP-057),MEERUT,MEERUT,-,28.88888889,77.88638889,5,456,2026-01-01 00:00:00,2026-05-29 18:00:00,False
Madarpur_1,HAMIRPUR,-,-,25.64685518,80.1016,8,660,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Madhogarh (UP-116),JALAUN,JALAUN,-,26.271536,79.188666,5,468,2026-01-01 00:00:00,2026-05-29 18:00:00,False
Madhupur (UP-042),PRATAPGARH,PRATAPGARH,-,25.98972,82.061555,0,0,,2021-08-07 06:00:00,False
"Madhyamik Vidhyalaya, Dulha Daul",MIRZAPUR,-,-,25.0510555,82.7976881,9,805,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Mahadeva Temple, Mahadeva",SANT RAVIDAS NAGAR,-,-,25.2583663,82.210953,9,825,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Mahanmai (UP-004),ETAH,Etah,-,27.482222,78.242222,5,528,2026-01-01 00:00:00,2026-05-30 00:00:00,False
Maharajganj Dhani Nausagar,MAHARAJGANJ,-,-,27.170024,83.18968,9,751,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Mithaura Bhagatar,MAHARAJGANJ,-,-,27.219543,83.661949,9,773,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Mithaura Madanpura,MAHARAJGANJ,-,-,27.284935,83.691957,9,842,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nautanwa Purniha,MAHARAJGANJ,-,-,27.37898,83.710192,9,761,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nautanwa Sampatiha,MAHARAJGANJ,-,-,27.349231,83.374206,9,821,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nichlaul Balaekhor,MAHARAJGANJ,-,-,27.23984,83.750953,9,879,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Maharajganj Nichlaul Garaura,MAHARAJGANJ,-,-,27.428224,83.448121,8,864,2026-01-01 00:00:00,2026-08-31 12:00:00,True
Maharajganj Siswa Siswa,MAHARAJGANJ,-,-,27.141974,83.767362,9,838,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahewa (UP-117),JALAUN,JALAUN,-,26.152687,79.630203,6,594,2026-01-01 00:00:00,2026-06-03 18:00:00,False
Mahgaon (UP-031),KAUSHAMBI,Kaushambi,-,25.508611,81.6138994,9,857,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Mahoba Charkhari Kuaan,MAHOBA,-,-,25.547944,79.880034,9,902,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Charkhari Natara,MAHOBA,-,-,25.463484,79.828343,9,912,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Charkhari Padha,MAHOBA,-,-,25.486655,79.879987,9,835,2026-01-01 00:00:00,2026-09-03 00:00:00,True
Mahoba Jaitpur Pasanabaad,CHITRAKOOT,-,-,25.147497,79.49004,0,0,,2025-02-13 06:00:00,False
Mahoba Jaitpur saguniyamaph,MAHOBA,-,-,25.175313,79.466089,9,873,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Kabrai Bejanagar,CHITRAKOOT,-,-,25.283158,79.91282,0,0,,2025-05-07 00:00:00,False
Mahoba Kabrai Karaha,MAHOBA,-,-,25.48727,80.086818,9,882,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Kabrai Sisri Kala,MAHOBA,-,-,25.464895,80.093568,9,844,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahoba Panwari Didvara,MAHOBA,-,-,25.381003,79.45285,9,848,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mahrupur,AZAMGARH,Azamgarh,-,26.191667,82.9125,3,124,2026-07-27 18:00:00,2026-09-05 12:00:00,False
Mainpuri Karhal  Rajpur,MAINPURI,-,-,26.997657,78.939961,9,691,2026-01-01 00:00:00,2026-09-01 00:00:00,True
Mainpuri Karhal Attekullapur,AGRA,-,-,27.007894,78.890453,0,0,,2024-02-24 00:00:00,False
Mainpuri Karhal Mohabbatpur,MAINPURI,-,-,26.961816,79.017749,8,904,2026-01-01 00:00:00,2026-08-30 12:00:00,True
Mainpuri Karhal Naglamdari,MAINPURI,-,-,27.101155,78.986265,9,848,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mainpuri Karhal Takhrau,MAINPURI,-,-,28.994016,78.995099,9,952,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Mainpuri Karhal Timrakh,MAINPURI,-,-,27.069532,79.096808,8,919,2026-01-01 00:00:00,2026-08-29 00:00:00,True
Mandhata (UP-034),PRATAPGARH,PRATAPGARH,-,25.801045,81.854965,5,565,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Mandi Samiti-Muzaffar Nagar-Medium,MUZAFFARNAGAR,-,-,29.486809,77.686751,9,829,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Mandi Samiti-Muzaffar Nagar-Shallow,MUZAFFARNAGAR,-,-,29.486809,77.686751,5,565,2026-01-01 00:00:00,2026-05-29 00:00:00,False
Mandi Tehsi Parisar-Rampur Maniharan-Medium,SAHARANPUR,-,-,29.78,77.45,5,573,2026-01-01 00:00:00,2026-05-30 00:00:00,False
Mandi Tehsi Parisar-Rampur Maniharan-Shallow,SAHARANPUR,-,-,29.78,77.45,5,552,2026-01-01 06:00:00,2026-05-30 00:00:00,False
Manduwala (UP-161),SAHARANPUR,Saharanpur,-,30.08027778,77.74138889,5,549,2026-01-01 00:00:00,2026-05-30 00:00:00,False
Manjhanpur (UP-030),KAUSHAMBI,Kaushambi,-,25.533171,81.383953,1,64,2026-01-01 06:00:00,2026-01-19 00:00:00,False
Mankuwar,CHITRAKOOT,-,-,25.24603172,81.41526157,8,664,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Manpur_6,CHITRAKOOT,-,-,25.13010284,80.69639798,0,0,,2024-09-10 18:00:00,False
Mathura Baldeo  Khanpur,MATHURA,-,-,27.431282,77.785794,9,822,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Chaumuha Navagaon-11,MATHURA,-,-,27.706068,77.605101,9,830,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Chhata Chandauri,MATHURA,-,-,27.771346,77.50228,9,775,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Mathura Chhata Majhoi,AGRA,-,-,27.859156,77.559176,0,0,,2024-12-19 06:00:00,False
Mathura Chhata Sher Nagar,MATHURA,-,-,27.860366,77.534875,9,850,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Mathura Nandgaon Nandgaon Dehat,MATHURA,-,-,27.716469,77.385499,9,825,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Nandgaon Vathainkala,MATHURA,-,-,27.777899,77.38627,9,814,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Mathura Naujheel Badharra,MATHURA,-,-,27.871051,77.687433,9,871,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Mathura Pharah Nagala Medhaki,MATHURA,-,-,27.35226,77.72607,9,903,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Mathura Rayan Kharaba,MATHURA,-,-,27.573159,77.793496,9,899,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Meerut City (UP-059),MEERUT,MEERUT,-,28.950715,77.695545,5,572,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Meerut Janikhurd Afjalpur Pavati,MEERUT,-,-,28.981737,77.610493,9,856,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Meerut Janikhurd Satvai,MEERUT,-,-,29.010587,77.545764,9,845,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Meerut Sardhana Chhabariya,MEERUT,-,-,29.156717,77.577927,8,740,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Meerut Sardhana Nawabgarhi,MEERUT,-,-,29.161006,77.619488,9,784,2026-01-17 15:40:00,2026-09-05 18:00:00,False
Meetli,BAGHPAT,BAGHPAT,-,28.963056,77.304167,0,0,,2022-09-19 06:00:00,False
Meetli--Medium,BAGHPAT,-,-,28.963056,77.304167,3,272,2026-01-01 06:00:00,2026-03-15 00:00:00,False
Meetli--Shallow,BAGHPAT,-,-,28.963056,77.304167,5,545,2026-01-01 00:00:00,2026-05-29 00:00:00,False
Mirzapur City (UP-154),MIRZAPUR,Mirzapur,-,25.151435,82.58269,5,463,2026-01-01 06:00:00,2026-05-29 18:00:00,False
Mragayan  (UP-006),ETAH,Etah,-,27.573998,78.468927,5,511,2026-01-01 00:00:00,2026-05-29 18:00:00,False
Mukera_1,BANDA,-,-,25.12744875,80.40231075,7,548,2026-02-01 00:00:00,2026-09-05 18:00:00,False
Muranda (UP-001),AGRA,AGRA,-,27.225242,77.844133,3,269,2026-01-01 00:00:00,2026-03-11 00:00:00,False
Murwa_1,BANDA,-,-,25.29273,80.40833,8,668,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Musail,SAHARANPUR,Saharanpur,-,30.133333,77.670833,0,0,,2025-05-18 12:00:00,False
Muskara Block New 2020,HAMIRPUR,-,-,25.660849,79.7952,7,591,2026-01-01 00:00:00,2026-09-05 18:00:00,False
Muzaffarnagar City (UP-164),MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.566899,77.707397,0,0,,2025-06-24 00:00:00,False
NADIHAR -III  (UP-142),MIRZAPUR,Mirzapur,-,24.85888889,82.85916667,0,0,,2023-09-21 12:00:00,False
"Nagar Palika Campus, Gyanpur",SANT RAVIDAS NAGAR,-,-,25.3332077,82.4683371,9,817,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Nagar_7,CHITRAKOOT,-,-,24.98677446,81.08204406,7,559,2026-01-01 00:00:00,2026-09-05 18:00:00,False
Nagla Bhagna (UP-010),Kansiram Nagar,Kasganj,-,27.715335,78.941945,6,596,2026-01-01 00:00:00,2026-06-02 12:00:00,False
Naglakabu_1,MEERUT,-,-,28.897382,77.800233,8,692,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Narajit,BANDA,-,-,25.81312,80.29355,8,639,2026-01-02 18:00:00,2026-09-05 18:00:00,True
Narayan_1,BANDA,-,-,25.89027,80.36137,6,510,2026-02-01 00:00:00,2026-09-05 18:00:00,False
Nari_3,BANDA,-,-,25.74300572,80.43468566,7,477,2026-01-01 00:00:00,2026-08-17 18:00:00,False
"Naveen Prathmik Health Care Center, Chandaut Danda",HAMIRPUR,-,-,25.900893,79.664902,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False
Navrasia,AZAMGARH,Azamgarh,-,25.7725,83.186111,9,835,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Nihi,CHITRAKOOT,-,-,24.995009,81.117111,5,266,2026-02-01 00:00:00,2026-08-11 15:24:00,False
Niwabhari Prathmik Vidyalaya,SHRAWASTI,-,-,27.7121,81.80311,9,832,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Office of Assistant Director, Resham",SONBHADRA,Sonbhadra,-,24.70463,83.016432,9,900,2026-01-01 00:00:00,2026-09-04 18:00:00,True
"Office of the Development Officer, Dakore",JALAUN,-,-,25.875155,79.424354,9,885,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Outside CHC Punawali Kalan,JHANSI,-,-,25.501911,78.47321,7,783,2026-01-01 12:00:00,2026-07-23 12:00:00,False
"P.M.V, Kotwa, Medium",AZAMGARH,-,-,26.02388889,83.14,5,525,2026-01-01 00:00:00,2026-05-29 18:00:00,False
"P.M.V, Kotwa, Shallow",AZAMGARH,-,-,26.02388889,83.14,0,0,,2025-09-06 00:00:00,False
"P.M.V, Raghunathpur, Medium",AZAMGARH,-,-,26.044369,83.252363,0,0,,2022-12-28 12:00:00,False
"P.M.V, Raghunathpur, Shallow",AZAMGARH,-,-,26.044369,83.252363,0,0,,2022-02-16 06:00:00,False
P.S Engohata,HAMIRPUR,-,-,25.754925,80.11454,8,666,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"P.S, Sathiyaon, Medium",AZAMGARH,-,-,26.044369,83.252363,5,548,2026-01-01 06:00:00,2026-05-30 00:00:00,False
"P.S, Sathiyaon, Shallow",AZAMGARH,-,-,26.044369,83.252363,0,0,,2025-07-13 00:00:00,False
"P.S. ( First), Pindra, Medium",VARANASI,-,-,25.49416667,82.82444444,2,26,2026-01-02 18:00:00,2026-02-01 18:00:00,False
"P.V, Bhadauli, Medium",AZAMGARH,-,-,26.05222,83.139172,5,557,2026-01-01 00:00:00,2026-05-30 00:00:00,False
"P.V, Bhadauli, Shallow",AZAMGARH,-,-,26.05222,83.139172,5,565,2026-01-01 00:00:00,2026-05-28 00:00:00,False
"P.V., Khurana, Shallow",VARANASI,-,-,25.32,82.866667,0,0,,2025-07-28 12:00:00,False
"P.V., Saraiya, Shallow",VARANASI,-,-,25.40361111,82.91583333,0,0,,2025-03-04 06:00:00,False
PAHARPUR BARIGAWA PRATHMIK VIDYALAYA,FATEHPUR,-,-,25.961711,80.363301,9,810,2026-01-01 00:00:00,2026-09-05 18:00:00,True
PHOOLTALI UCHTTAR PRATHAMIK VIDYALAYA,PRATAPGARH,-,-,25.750524,81.505659,2,80,2026-08-07 18:00:00,2026-09-05 18:00:00,False
PRIMARY SCHOOL BAKAR GANJ,KAUSHAMBI,-,-,25.387514,81.305159,9,810,2026-01-01 00:00:00,2026-09-05 18:00:00,True
PRIMARY SCHOOL RAMUGHAT,GORAKHPUR,-,-,26.89764,83.29065,9,818,2026-01-01 00:00:00,2026-09-05 12:00:00,True
PURAB SARIRA PRATHMIK VIDYALAYA,KAUSHAMBI,-,-,25.416618,81.318426,7,650,2026-01-01 00:00:00,2026-07-23 12:00:00,False
Paderi,BANDA,-,-,25.80037425,80.44327684,8,661,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Pahadpur_1,BANDA,-,-,25.27187034,80.44857213,7,525,2026-01-01 00:00:00,2026-09-05 18:00:00,False
Pahara_2,CHITRAKOOT,-,-,25.228827,80.786165,8,670,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Pahari (UP-143),MIRZAPUR,Mirzapur,-,25.059042,82.68727,5,553,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Pailani (UP-063),BANDA,Banda,-,25.759611,80.425317,5,573,2026-01-01 00:00:00,2026-05-28 00:00:00,False
Palhari_1,BANDA,-,-,25.47025,80.364346,8,637,2026-01-09 12:00:00,2026-09-05 18:00:00,True
Panchayat Bhawan  Ahiri,CHITRAKOOT,-,-,25.269265,81.356089,7,785,2026-01-01 01:36:00,2026-07-23 13:36:00,False
Panchayat Bhawan  Banwar,CHITRAKOOT,-,-,25.316688,81.39296,7,778,2026-01-01 01:38:00,2026-07-23 13:38:00,False
Panchayat Bhawan  Luhari,MAHOBA,-,-,25.410616,79.661636,7,783,2026-01-01 12:00:00,2026-07-23 12:00:00,False
Panchayat Bhawan  Sitaura,JHANSI,-,-,25.27126,79.206834,7,784,2026-01-01 02:02:00,2026-07-23 14:02:00,False
Panchayat Bhawan  Suhel,CHITRAKOOT,-,-,25.325606,81.308109,9,815,2026-01-01 01:17:00,2026-09-04 13:17:00,True
Panchayat Bhawan  Tamai Nadin Kurmiya,CHITRAKOOT,-,-,25.344204,81.151135,7,656,2026-01-01 06:58:00,2026-07-22 18:02:00,False
Panchayat Bhawan  Ugarpur,LALITPUR,-,-,25.158432,78.554512,7,795,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Panchayat Bhawan , Ghatoli",BAGHPAT,-,-,28.924525,77.435893,7,751,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Panchayat Bhawan , Jafarabad Nagla",BAGHPAT,-,-,29.0172,77.308,9,796,2026-01-01 00:00:00,2026-09-04 18:00:00,True
"Panchayat Bhawan , Jaraui",MAHOBA,-,-,25.510303,79.703956,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Panchayat Bhawan , Kaithi",HAMIRPUR,-,-,25.759642,80.297531,6,632,2026-01-01 00:00:00,2026-06-19 18:00:00,False
"Panchayat Bhawan , Ladpura",MAHOBA,-,-,25.188204,79.432844,7,796,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Panchayat Bhawan , Pachkhura Buzurg",HAMIRPUR,-,-,25.861874,80.270541,2,98,2026-01-01 00:00:00,2026-02-02 06:00:00,False
Panchayat Bhawan Kuda Nar Singhpur,BUDAUN,-,-,28.005664,78.98789,9,877,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Panchayat Bhawan Usmanpur,BUDAUN,-,-,28.121016,78.671116,9,909,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Panchayat Bhawan, Akathauha",MAHOBA,-,-,25.400687,79.681933,7,784,2026-01-01 00:00:00,2026-07-23 06:00:00,False
"Panchayat Bhawan, Bal Khera",BANDA,-,-,25.357694,80.422802,7,783,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Panchayat Bhawan, Barimanpur",BANDA,-,-,25.294985,80.347917,7,788,2026-01-01 02:35:00,2026-07-23 14:35:00,False
"Panchayat Bhawan, Baura",MAHOBA,-,-,25.331681,79.571678,7,781,2026-01-01 02:12:00,2026-07-23 14:12:00,False
"Panchayat Bhawan, Bawana",MUZAFFARNAGAR,-,-,29.323256,77.491142,7,791,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Panchayat Bhawan, Bhusasi",BANDA,-,-,25.261132,80.671146,7,789,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Panchayat Bhawan, Birauna",BANDA,-,-,25.14424,80.551902,7,788,2026-01-01 02:38:00,2026-07-23 14:38:00,False
"Panchayat Bhawan, Chamraha",BANDA,-,-,25.397248,80.185657,7,793,2026-01-01 01:24:00,2026-07-23 13:24:00,False
"Panchayat Bhawan, Dohri",MIRZAPUR,-,-,25.1685239,83.1094358,9,825,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Panchayat Bhawan, Gore Mau Kalan",BANDA,-,-,25.075345,80.606057,7,787,2026-01-01 05:20:00,2026-07-22 23:20:00,False
"Panchayat Bhawan, Jamawara",BANDA,-,-,25.16603,80.4147,7,787,2026-01-01 00:00:00,2026-07-22 18:00:00,False
"Panchayat Bhawan, Karachha",BANDA,-,-,25.439089,80.262614,7,789,2026-01-01 05:44:00,2026-07-23 11:44:00,False
"Panchayat Bhawan, Kul Doomri",SONBHADRA,-,-,24.2102896,82.8047791,9,821,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Panchayat Bhawan, Pura Kalan",LALITPUR,-,-,25.056887,78.612137,0,0,,2025-05-02 12:00:00,False
"Panchayat Bhawan, Shikarpur",MUZAFFARNAGAR,-,-,29.371539,77.492369,7,789,2026-01-01 05:06:00,2026-07-23 11:06:00,False
Panchayat Bhawan_1,MEERUT,-,-,28.94869,77.803722,7,777,2026-01-01 00:00:00,2026-07-23 00:00:00,False
"Panchayat Bhwan, Kon",SONBHADRA,-,-,24.3397623,83.3637455,9,821,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Panchayat Sachivalaya,MEERUT,-,-,29.022418,77.771516,7,784,2026-01-01 03:35:00,2026-07-23 09:35:00,False
Parichhatgarh (UP-058),MEERUT,MEERUT,-,28.978559,77.924058,5,573,2026-01-01 00:00:00,2026-05-30 00:00:00,False
Parsipur (UP-155),SANT RAVIDAS NAGAR,St Ravidas Nagar,-,25.315568,82.450151,5,570,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Patanpur_1,HAMIRPUR,-,-,25.755958,80.054172,8,691,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Patauda,CHITRAKOOT,-,-,25.23686097,80.75435126,4,379,2026-01-01 00:00:00,2026-04-19 00:00:00,False
Patehra (UP-140),MIRZAPUR,Mirzapur,-,24.882444,82.573314,4,333,2026-01-01 00:00:00,2026-04-05 18:00:00,False
