Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26,reason
Upper Primary Kheri Sundiyan,MUZAFFARNAGAR,-,-,29.425538,77.482191,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Upper Primary School Basawanpur,BUDAUN,-,-,28.028995,78.939434,6,506,2026-04-08 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Upper Primary School Bhuwapur,MUZAFFARNAGAR,-,-,29.447794,77.970028,2,56,2026-01-01 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Upper Primary School Doharia,BAREILLY,-,-,28.369896,79.476845,6,454,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Upper Primary School Rampuriya,BAREILLY,-,-,28.137911,79.529607,7,544,2026-01-01 00:00:00,2026-07-11 18:00:00,False,telemetry_stale
Upper Primary School Simauni,BANDA,-,-,25.598864,80.600947,7,752,2026-01-01 00:00:00,2026-07-29 18:00:00,False,telemetry_stale
Upper Primary School Udaybhanpur,BAREILLY,-,-,28.362897,79.147974,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
"Upper Primary School, Jed",BAREILLY,-,-,28.249794,79.524933,4,335,2026-05-15 14:00:00,2026-08-17 18:00:00,False,sparse_2026
"Upper Primary School, Kiyara",BAREILLY,-,-,28.256539,79.419254,5,401,2026-05-15 12:00:00,2026-09-05 18:00:00,False,sparse_2026
"Upper Primary School, Pura Mahadev",BAGHPAT,-,-,28.998112,77.450604,7,788,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Usraina (UP-025),FATEHPUR,Fatehpur,-,25.893598,81.12565,5,514,2026-01-01 00:00:00,2026-05-15 00:00:00,False,telemetry_stale
Varansi Badagaon Badagaon Pratham,VARANASI,-,-,25.292609,82.79784,7,209,2026-01-01 06:00:00,2026-09-05 18:00:00,False,sparse_2026
Varansi Cholapur Degarupur,VARANASI,-,-,25.448312,83.027032,7,290,2026-03-11 16:17:00,2026-09-05 18:00:00,False,sparse_2026
Varansi Pindara Bavatpur Ada Karmi,VARANASI,-,-,25.448866,82.870016,6,374,2026-04-30 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Vighana (UP-066),HAMIRPUR,HAMIRPUR,-,25.661235,80.012699,2,105,2026-01-01 00:00:00,2026-02-03 06:00:00,False,telemetry_stale
Vikas Khand Bhmai,CHITRAKOOT,-,-,25.17578,80.863944,7,784,2026-01-01 04:07:00,2026-07-23 10:07:00,False,telemetry_stale
kadar Chowk (UP-073),BUDAUN,Budaun,-,27.87083333,79.08083333,5,564,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
mangaonwa,CHITRAKOOT,-,-,25.002555,80.875093,3,261,2026-02-01 00:00:00,2026-04-19 00:00:00,False,telemetry_stale
primary school Gangdaspur,MUZAFFARNAGAR,-,-,29.388545,77.978073,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
