Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26
"Primary School, Nota",JHANSI,Jhansi,-,25.472743,78.951012,9,854,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Pachar",JHANSI,Jhansi,-,25.557226,78.746914,9,839,2026-01-01 06:00:00,2026-09-05 18:00:00,True
"Primary School, Padra",JHANSI,Jhansi,-,25.181223,78.887911,8,621,2026-01-01 00:00:00,2026-08-22 12:00:00,True
"Primary School, Pakarhut",SONBHADRA,-,-,24.7199225,83.2871358,9,801,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Primary School, Pali",MEERUT,-,-,29.121439,77.98385,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Paraon",LALITPUR,-,-,24.937571,78.577925,9,824,2026-01-01 00:00:00,2026-09-01 00:00:00,True
"Primary School, Pashu palan Vibhag Masuri",MEERUT,-,-,29.069387,77.824426,8,917,2026-01-01 00:00:00,2026-08-29 00:00:00,True
"Primary School, Purakalan, Talbehat, Lalitpur_1",LALITPUR,-,-,25.05684,78.612092,9,823,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, R.K.Inter college",BAGHPAT,-,-,29.148995,77.168007,9,845,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Radhana",MEERUT,-,-,28.909146,77.941918,9,861,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Safpuram Chandpur",MEERUT,-,-,29.131818,77.986433,9,852,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Saina",HAMIRPUR,-,-,25.624833,79.539118,8,784,2026-01-01 00:00:00,2026-08-16 00:00:00,True
"Primary School, Salarpur Jalalpur",MEERUT,-,-,29.010694,77.78043,9,795,2026-01-02 12:00:00,2026-09-04 12:00:00,True
"Primary School, Salhepur",FATEHPUR,-,-,25.968726,80.375526,9,888,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Sangholi taga",BAGHPAT,-,-,28.83171,78.380654,9,805,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Sanori",LALITPUR,-,-,25.044874,78.510011,9,854,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Sarwa",JHANSI,Jhansi,-,25.305553,78.436288,9,839,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Shekhar",JHANSI,Jhansi,-,25.182275,78.497391,8,855,2026-01-01 00:00:00,2026-08-29 00:00:00,True
"Primary School, Shivpur",MIRZAPUR,-,-,25.074478,82.867906,9,794,2026-01-01 18:00:00,2026-09-05 12:00:00,True
"Primary School, Silana",BAGHPAT,-,-,29.192123,77.220546,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Sindhan Kalan",BANDA,-,-,25.776833,80.444739,8,671,2026-01-01 06:00:00,2026-09-05 18:00:00,True
"Primary School, Sirasi",SONBHADRA,-,-,24.6577646,83.2965612,9,805,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Primary School, Sirjam",DEORIA,Deoria,-,26.51297467,83.7784338,9,831,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Primary School, Sultanpur_1",MUZAFFARNAGAR,-,-,29.323405,77.506124,8,790,2026-01-01 03:03:00,2026-09-04 15:03:00,True
"Primary School, Surikalan",LALITPUR,-,-,24.770929,78.684209,9,860,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Tewalagarhi",BAGHPAT,-,-,29.202959,77.454399,9,846,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Tilaura",SIDDHARTHNAGAR,-,-,27.1813917,82.87247,9,826,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Vansha Gram Panchayt",LALITPUR,-,-,24.627583,78.357904,9,874,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School, Vijaypura",LALITPUR,-,-,24.565236,78.447389,9,777,2026-01-01 00:00:00,2026-09-01 00:00:00,True
"Primary School/ Composite, Alampur",SAHARANPUR,Saharanpur,-,29.77928,77.219398,9,827,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Bhojpur Taga",SAHARANPUR,Saharanpur,-,30.07703,77.541013,8,741,2026-01-01 00:00:00,2026-08-24 17:00:00,True
"Primary School/ Composite, Chaappar",SAHARANPUR,Saharanpur,-,29.871599,77.285221,9,809,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Chittora",MUZAFFARNAGAR,-,-,29.357824,77.81001,9,921,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Dadheru Kaian",MUZAFFARNAGAR,-,-,29.490602,77.619424,9,832,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Dholla Majra",SAHARANPUR,Saharanpur,-,29.884476,77.266198,9,823,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Fakreda",SAHARANPUR,Saharanpur,-,29.893904,77.728096,8,845,2026-01-02 15:57:00,2026-08-25 14:24:00,True
"Primary School/ Composite, Ghumawati",MUZAFFARNAGAR,-,-,29.578258,77.855488,9,931,2026-01-01 00:00:00,2026-09-04 13:32:00,True
"Primary School/ Composite, Haibatpur",MUZAFFARNAGAR,-,-,29.51064,77.605369,9,872,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Harsauli",MUZAFFARNAGAR,-,-,29.398522,77.600445,9,854,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Jaula Dindauli",SAHARANPUR,Saharanpur,-,29.853954,77.659518,9,875,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Jeevna",MUZAFFARNAGAR,-,-,29.2929,77.666319,9,821,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Jhabiran",SAHARANPUR,Saharanpur,-,29.966511,77.400802,9,945,2026-01-01 00:00:00,2026-09-04 00:00:00,True
"Primary School/ Composite, Jukhedi",SAHARANPUR,Saharanpur,-,29.802393,77.308486,9,906,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Katla Naveen",SAHARANPUR,Saharanpur,-,30.044453,77.49411,9,769,2026-01-01 06:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Landhoura Junardar",SAHARANPUR,Saharanpur,-,29.974588,77.57002,8,881,2026-01-01 00:00:00,2026-08-31 18:03:00,True
"Primary School/ Composite, Mandawali Khadar",MUZAFFARNAGAR,-,-,29.270732,77.58438,9,846,2026-01-02 12:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Manganpur",MUZAFFARNAGAR,-,-,29.544295,77.485792,9,924,2026-01-01 00:00:00,2026-09-03 17:08:00,True
"Primary School/ Composite, Manoharpur",SAHARANPUR,Saharanpur,-,30.019681,77.502639,9,811,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Manpur Qadeem",SAHARANPUR,Saharanpur,-,29.75828,77.144628,9,929,2026-01-01 00:00:00,2026-09-02 12:00:00,True
"Primary School/ Composite, Mehmoodpur",SAHARANPUR,Saharanpur,-,29.81469,77.737876,9,758,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Mundi Kheri",SAHARANPUR,Saharanpur,-,29.817502,77.485792,9,785,2026-01-01 00:00:00,2026-09-01 15:59:00,True
"Primary School/ Composite, Nagla Rajput",SAHARANPUR,Saharanpur,-,29.81232,77.194552,9,849,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Nandhera Khurd",SAHARANPUR,Saharanpur,-,29.637284,77.56033,9,806,2026-01-02 06:00:00,2026-09-03 15:33:00,True
"Primary School/ Composite, Nasrullahgarh",SAHARANPUR,Saharanpur,-,29.935848,77.253626,9,842,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Nunabadi",SAHARANPUR,Saharanpur,-,29.71187,77.572868,9,813,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Pawti",MUZAFFARNAGAR,-,-,29.592243,77.633976,9,799,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Peepalhera",MUZAFFARNAGAR,-,-,29.528774,77.480056,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Rasulpur",MUZAFFARNAGAR,-,-,29.53586,77.635988,9,840,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Sidki",SAHARANPUR,Saharanpur,-,29.877706,77.63111,9,845,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Primary School/ Composite, Tandheda",MUZAFFARNAGAR,-,-,29.372459,77.931921,9,838,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Prmary School Rajpura,VARANASI,-,-,25.256981,82.774457,9,912,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Punchayat Bhawan Bhaluwani,DEORIA,-,-,26.371332,83.761583,9,908,2026-01-01 00:00:00,2026-09-04 18:00:00,True
Punchayat Bhawan Vijaypur,MIRZAPUR,-,-,25.133254,82.39177,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Purv Madh Vidhyalaya, Doomradeeh",SONBHADRA,-,-,24.1967011,83.2116726,9,817,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Purv Madh Vidhyalaya, Shivpur",SONBHADRA,-,-,24.7140575,83.2296165,9,817,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Purv Madhyamik Vidhyalaya, Doriya",SONBHADRA,-,-,24.7278197,83.3711203,9,813,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Purv Madhyamik Vidhyalaya, Fattupur",SANT RAVIDAS NAGAR,-,-,25.4040161,82.5393989,9,817,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Purv Madhyamik Vidhyalaya, Mahooli",SONBHADRA,-,-,24.2319299,83.2964576,9,794,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Purv Madhyamik Vidyalaya, Mujehra",MIRZAPUR,-,-,25.2190414,82.5386282,9,813,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Purv Madhyamik Vidyalaya, Ranibari",MIRZAPUR,-,-,25.1397805,82.5265216,9,793,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Purv Madhyamik Vidyalaya,Bharpura",MIRZAPUR,-,-,25.081998,82.702502,9,797,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Purva Madhyamik Vidhyalaya Achausa,JHANSI,-,-,25.635476,79.043694,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Purva Madhyamik Vidhyalaya Baroda Dang,LALITPUR,-,-,24.949716,78.538933,9,894,2026-01-02 00:00:00,2026-09-05 18:00:00,True
Purva Madhyamik Vidhyalaya Bhitaura,JHANSI,-,-,25.336319,78.938194,9,904,2026-01-02 00:00:00,2026-09-05 18:00:00,True
Purva Madhyamik Vidhyalaya Ladwari,LALITPUR,-,-,24.907563,78.610635,9,906,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Purva Madhyamik Vidhyalaya Piphara,ETAH,-,-,27.494227,78.519052,9,901,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Purva Madhyamik Vidhyalaya Sihari,JALAUN,-,-,26.249551,79.217094,9,920,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Purva Madhyamik Vidhyalaya, Chackwara",AZAMGARH,-,-,25.923232,83.163587,9,902,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Purva Madhyamik Vidhyalaya, Chandapur",VARANASI,-,-,25.410499,82.987667,9,912,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Purva Madhyamik Vidyalaya Chalakpur,SAHARANPUR,-,-,30.048452,77.454106,9,920,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Pv. Compiergang,GORAKHPUR,Gorakhpur,-,27.025,83.281944,9,814,2026-01-01 00:00:00,2026-09-05 12:00:00,True
R.R.C. Center Aata,JALAUN,-,-,26.046656,79.601251,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
RASULPUR BARGAON RAJKIYA UCHTTAR PRATHAMIK VIDYALAYA,KAUSHAMBI,-,-,25.370944,81.419864,9,834,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Rajapur Sikraur,AZAMGARH,Azamgarh,-,26.0,82.939167,9,811,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Rajkia Balika Inter College Kamasin,BANDA,-,-,25.522948,80.911552,8,778,2026-01-01 00:00:00,2026-08-22 00:00:00,True
Rajkia High School Pakhrauli,BANDA,-,-,25.566353,80.783332,8,832,2026-01-01 00:00:00,2026-08-17 18:00:00,True
"Rajkiya High School, Atali",MUZAFFARNAGAR,-,-,29.212539,77.516103,8,781,2026-01-01 11:38:00,2026-09-04 11:38:00,True
Ramchhitoni Sahawar (UP-011),Kansiram Nagar,Kasganj,-,27.75305556,78.90722222,9,919,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Ranipur_2,CHITRAKOOT,-,-,25.19449505,80.82972965,8,660,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Rasin_2,CHITRAKOOT,-,-,25.185,80.705,8,681,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Roadways Bus Stand, Robertsganj",SONBHADRA,-,-,24.6867241,83.0642055,9,801,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Rohari,HAMIRPUR,-,-,25.750852,80.057661,8,625,2026-01-02 18:00:00,2026-09-05 18:00:00,True
SARAHARI PRATHMIK VIDYALAYA,GORAKHPUR,-,-,26.92272,83.349066,9,822,2026-01-01 00:00:00,2026-09-05 12:00:00,True
SWASTH KENDR PIPIGANJ,GORAKHPUR,-,-,26.928612,83.294821,9,813,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Saint Ravidas Nagar Abholi Abholi,MIRZAPUR,-,-,25.446551,82.368655,9,853,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Abholi Gangarampur,MIRZAPUR,-,-,25.458174,82.364247,9,856,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Aurai Ugapur,MIRZAPUR,-,-,25.3992,82.434861,9,903,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Aurai Uprauth,MIRZAPUR,-,-,25.277409,82.569482,9,816,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Bhadohi Munshi,MIRZAPUR,-,-,25.375199,82.534945,8,921,2026-01-01 00:00:00,2026-08-29 00:00:00,True
Saint Ravidas Nagar Deegh  Deegh,MIRZAPUR,-,-,25.297279,82.304502,9,853,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Deegh Velahua,MIRZAPUR,-,-,25.347588,82.350868,9,874,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Gyanpur Kansapur,MIRZAPUR,-,-,25.342994,82.49052,9,941,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Gyanpur Samhai,MIRZAPUR,-,-,25.355367,82.508795,9,840,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Suriyawan Chhapariya,MIRZAPUR,-,-,25.456331,82.438271,9,829,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saint Ravidas Nagar Suriyawan Mond,MIRZAPUR,-,-,25.428869,82.48589,9,931,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Saital,GORAKHPUR,Gorakhpur,-,26.556111,83.378889,9,806,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Salhakheri,MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.463889,77.455556,9,839,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Samaj Sevak Junir High School, Bhaura Kalan",MUZAFFARNAGAR,-,-,29.378216,77.449939,9,859,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Sanjhak,MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.435278,77.631389,9,827,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Satti Chau Prathmik Vidyalaya,SHRAWASTI,-,-,27.69907,81.93443,9,832,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Semara_1,CHITRAKOOT,-,-,25.149208,81.467994,8,694,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Shahid Chandra Shekhar Kanya P.M.V., Mallupura",MUZAFFARNAGAR,-,-,29.479795,77.702103,9,859,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Bhawal Kheda Bhawal Kheda,BAREILLY,-,-,27.895952,79.984973,9,856,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Bhawal Kheda Chak Bhitara,BAREILLY,-,-,27.845415,79.999868,9,891,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Bhawal Kheda Chaudhera,BAREILLY,-,-,27.818291,79.924457,8,603,2026-01-01 12:00:00,2026-09-05 18:00:00,True
Shahjahanpur Bhawal Kheda Ladhauli,BAREILLY,-,-,27.941568,79.95473,9,898,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Shahjahanpur Bhawal Kheda Shahbaj Pur,BAREILLY,-,-,27.813481,79.906993,8,589,2026-01-01 12:00:00,2026-09-04 00:00:00,True
Shahjahanpur Bhawal Kheda Sutnera,BAREILLY,-,-,27.90977,80.03193,9,818,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Dadraul Banthara,BAREILLY,-,-,27.91887,79.819144,9,835,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Shahjahanpur Dadraul Saraura (East),BAREILLY,-,-,27.799064,79.899495,8,581,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Shahjahanpur Puvayan  Badagaon Pratham,BAREILLY,-,-,28.05027,80.07123,9,834,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Puvayan Bhilawan,BAREILLY,-,-,28.100451,80.097023,9,814,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Puvayan Mahua Pathak,BAREILLY,-,-,28.025949,80.039412,9,725,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Puvayan Nahil,BAREILLY,-,-,28.12588,80.04257,9,835,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Sidhauli Korokuiyan,BAREILLY,-,-,28.017453,80.028498,9,825,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shahjahanpur Sidhauli Mahanand Pur,BAREILLY,-,-,28.007942,80.013319,8,789,2026-01-01 00:00:00,2026-08-23 18:00:00,True
Shahjahanpur Sidhauli Sidhauli,BAREILLY,-,-,27.965402,79.967845,9,851,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Shitalpur_1,CHITRAKOOT,-,-,25.182206,81.021946,8,673,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Sikhula Pz._1,BANDA,-,-,25.827644,80.312119,8,671,2026-01-01 18:00:00,2026-09-05 18:00:00,True
Singhara Pr. Vid.,AZAMGARH,MOHAMMADPUR,MOHAMMADPUR,25.92111111,82.98083333,9,819,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Sitapur Mafi,CHITRAKOOT,-,-,25.189291,80.869885,8,667,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Sonbhadra Babhani Bhawar,MIRZAPUR,-,-,25.149966,82.509871,8,915,2026-01-01 00:00:00,2026-08-23 18:00:00,True
Sonbhadra Chopan Khairatiya,MIRZAPUR,-,-,24.486905,82.988388,9,867,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Sonbhadra Duddhi Mahuli,MIRZAPUR,-,-,24.235831,83.303241,9,865,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Sonbhadra Myorpur Agartola,MIRZAPUR,-,-,24.098713,83.094693,9,855,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Srikantpur Pr. Vid.,AZAMGARH,LALGANJ,LALGANJ,25.76527778,82.93416667,9,815,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Sujanpura Badhyapar,GORAKHPUR,Gorakhpur,-,26.55,83.216111,9,844,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Sukwan,JHANSI,-,-,25.21438,78.53791,8,650,2026-01-01 06:00:00,2026-09-05 18:00:00,True
"Swarg Dham, Hardua",JHANSI,-,-,25.711111,79.09725,9,896,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Terha_1,HAMIRPUR,-,-,25.830618,80.240971,8,677,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Thana Prisar, Lalganj",MIRZAPUR,-,-,25.0189937,82.3612535,9,826,2026-01-01 18:00:00,2026-09-05 12:00:00,True
Uccha Prathmik Vidhyalaya Deaval,CHITRAKOOT,-,-,25.387362,80.943182,8,780,2026-01-02 00:00:00,2026-08-04 18:00:00,True
Uccha Prathmik Vidhyalaya Devaratha,BANDA,-,-,25.542005,80.607435,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Uccha Prathmik Vidhyalaya Odera,HAMIRPUR,-,-,25.561162,79.560182,9,843,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Uccha Prathmik Vidhyalaya Uldan,JHANSI,-,-,25.391496,79.01559,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Uccha Prathmik Vidhyalaya, Chero",DEORIA,-,-,26.3037,83.859915,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Uccha Prathmik Vidhyalaya, Gangapur",FATEHPUR,-,-,25.980371,80.338543,9,908,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Uccha Prathmik Vidhyalaya, Hasanpur Kadim",MEERUT,-,-,28.938962,77.786322,8,794,2026-01-01 04:17:00,2026-09-04 10:17:00,True
"Uccha Prathmik Vidhyalaya, Kapsarh",MEERUT,-,-,29.197728,77.680634,9,920,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Uccha Prathmik Vidhyalaya, Lohra (Pampawan)",SONBHADRA,-,-,24.883932,83.042117,9,928,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Uccha Prathmik Vidhyalaya, Pathouli",MEERUT,-,-,29.084634,77.555724,9,896,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Uccha Prathmik Vidhyalaya, Semra Bhav Nagar",LALITPUR,-,-,24.797724,78.599031,9,884,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Uccha Prathmik Vidhyalaya, Simra",JHANSI,-,-,25.543998,78.444637,9,836,2026-01-02 00:00:00,2026-09-03 18:00:00,True
"Uccha Prathmik Vidhyalaya, Sonpur",MIRZAPUR,-,-,25.04768,82.993337,9,736,2026-01-13 18:00:00,2026-09-05 18:00:00,True
"Uchha Prathmik Vidhyala, Tadi Mustkil",CHITRAKOOT,-,-,25.327113,81.379815,9,804,2026-01-01 00:00:00,2026-09-05 06:00:00,True
Upper Primary Kasampur,MUZAFFARNAGAR,-,-,29.550843,77.804216,9,924,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Upper Primary School Eng Medium, Hariyabans",SAHARANPUR,Saharanpur,-,29.958322,77.67493,9,837,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Upper Primary School Lehra,ETAH,-,-,27.555176,78.460752,9,889,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Upper Primary School Pohalli,MEERUT,-,-,29.073078,77.642706,9,888,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Upper Primary School Rijaula,BUDAUN,-,-,27.829764,79.271286,9,909,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Upper Primary School Sarahan Bujurg,FATEHPUR,-,-,25.994991,80.300108,9,920,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Upper Primary School Urouliya,BUDAUN,-,-,27.886435,79.208052,9,910,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Upper Primary School, Khadui",SONBHADRA,-,-,24.677459,83.2618895,9,785,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Varansi Badagaon Gajapur,VARANASI,-,-,25.393313,82.753267,9,401,2026-01-09 06:00:00,2026-09-05 18:00:00,True
Varansi Chirai Gaon  Gathiya Jairampur,VARANASI,-,-,25.446852,83.098802,9,532,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Varansi Chirai Gaon Chhahi,VARANASI,-,-,25.408162,83.038612,8,535,2026-01-01 00:00:00,2026-08-21 18:00:00,True
Varansi Cholapur Chaubepur,VARANASI,-,-,25.446828,83.098698,9,849,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Varansi Cholapur Munari,VARANASI,-,-,25.449407,83.048723,9,580,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Varansi Harahua Bhaithauli,VARANASI,-,-,25.460597,82.970217,9,840,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Varansi Harahua Gurwat,VARANASI,-,-,25.457824,82.980965,9,593,2026-01-14 18:00:00,2026-09-03 06:00:00,True
Varansi Harahua Kakalpur,VARANASI,-,-,25.316392,82.832559,8,655,2026-01-10 18:00:00,2026-08-24 00:00:00,True
Varansi Harahua Shivrampur,VARANASI,-,-,25.426629,83.073133,9,218,2026-01-01 18:00:00,2026-09-05 18:00:00,True
Varansi Harahua Sulemapur,VARANASI,-,-,25.451127,83.001113,9,829,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Varansi Pindara Gajendra,VARANASI,-,-,25.47852,82.896599,9,470,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Varansi Pindara Molanapur,VARANASI,-,-,25.471412,83.132893,8,204,2026-01-01 18:00:00,2026-08-27 18:00:00,True
Veterinary Hospital Shahjahanpur,MEERUT,-,-,28.855092,77.964625,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Vikash Khand Parisar, Itwa",SIDDHARTHNAGAR,-,-,27.3219006,82.6936559,9,801,2026-01-01 00:00:00,2026-09-05 12:00:00,True
primary school Chaura khurd,SAHARANPUR,-,-,29.95975,77.728576,9,909,2026-01-01 00:00:00,2026-09-05 18:00:00,True
primary school jalalpura,SAHARANPUR,-,-,29.936939,77.393186,9,898,2026-01-01 00:00:00,2026-09-05 18:00:00,True
primary school kapasi,SAHARANPUR,-,-,29.913094,77.618469,9,908,2026-01-01 00:00:00,2026-09-05 18:00:00,True
